"RegularSeason","Season","Date","HomeTeam","HomeTeamScore","AwayTeam","AwayTeamScore","HomeTeamWin","AwayTeamWin","NeutralTeamWin"
1,"1984","1984","LAK",138,"DEN",141,0,1,0
1,"1984","1984","DAL",129,"PHX",123,1,0,0
1,"1984","1984","CHI",109,"SAN",111,0,1,0
1,"1984","1984","PHI",114,"NJN",109,1,0,0
1,"1984","1984","SEA",100,"BOS",111,0,1,0
1,"1984","1984","MIL",105,"UTA",91,1,0,0
1,"1984","1984","POR",87,"WAS",96,0,1,0
1,"1984","1984","SDC",116,"LAK",120,0,1,0
1,"1984","1984","DAL",115,"DET",120,0,1,0
1,"1984","1984","GSW",113,"WAS",107,1,0,0
1,"1984","1984","KCK",111,"ATL",106,1,0,0
1,"1984","1984","NYK",112,"NJN",102,1,0,0
1,"1984","1984","HOU",102,"PHX",126,0,1,0
1,"1984","1984","CLE",93,"IND",118,0,1,0
1,"1984","1984","SAN",140,"DET",142,0,1,0
1,"1984","1984","SEA",132,"DEN",120,1,0,0
1,"1984","1984","IND",106,"UTA",104,1,0,0
1,"1984","1984","CHI",103,"MIL",113,0,1,0
1,"1984","1984","POR",101,"BOS",107,0,1,0
1,"1984","1984","PHI",101,"NYK",97,1,0,0
1,"1984","1984","GSW",135,"DEN",133,1,0,0
1,"1984","1984","NJN",119,"PHI",116,1,0,0
1,"1984","1984","KCK",119,"DET",112,1,0,0
1,"1984","1984","LAK",128,"SEA",112,1,0,0
1,"1984","1984","SAN",111,"PHX",114,0,1,0
1,"1984","1984","HOU",119,"MIL",102,1,0,0
1,"1984","1984","CHI",95,"UTA",117,0,1,0
1,"1984","1984","NYK",89,"POR",106,0,1,0
1,"1984","1984","ATL",102,"CLE",84,1,0,0
1,"1984","1984","DEN",127,"SAN",121,1,0,0
1,"1984","1984","SEA",121,"LAK",114,1,0,0
1,"1984","1984","DET",114,"NYK",111,1,0,0
1,"1984","1984","IND",111,"CHI",121,0,1,0
1,"1984","1984","SDC",114,"BOS",107,1,0,0
1,"1984","1984","DAL",112,"HOU",106,1,0,0
1,"1984","1984","WAS",101,"POR",104,0,1,0
1,"1984","1984","UTA",143,"SAN",142,1,0,0
1,"1984","1984","CLE",116,"PHI",109,1,0,0
1,"1984","1984","GSW",103,"SDC",108,0,1,0
1,"1984","1984","NJN",110,"IND",103,1,0,0
1,"1984","1984","KCK",95,"PHX",107,0,1,0
1,"1984","1984","PHI",114,"POR",119,0,1,0
1,"1984","1984","LAK",116,"BOS",108,1,0,0
1,"1984","1984","ATL",105,"NYK",104,1,0,0
1,"1984","1984","IND",108,"DET",100,1,0,0
1,"1984","1984","PHX",100,"DEN",117,0,1,0
1,"1984","1984","CHI",96,"WAS",102,0,1,0
1,"1984","1984","DAL",88,"MIL",95,0,1,0
1,"1984","1984","SEA",112,"UTA",81,1,0,0
1,"1984","1984","DEN",148,"KCK",136,1,0,0
1,"1984","1984","SAN",119,"MIL",130,0,1,0
1,"1984","1984","HOU",112,"GSW",118,0,1,0
1,"1984","1984","NJN",117,"NYK",104,1,0,0
1,"1984","1984","UTA",95,"DAL",97,0,1,0
1,"1984","1984","ATL",122,"CHI",87,1,0,0
1,"1984","1984","CLE",94,"WAS",83,1,0,0
1,"1984","1984","PHX",109,"BOS",116,0,1,0
1,"1984","1984","DET",121,"CLE",109,1,0,0
1,"1984","1984","IND",102,"POR",100,1,0,0
1,"1984","1984","PHI",99,"LAK",101,0,1,0
1,"1984","1984","SEA",93,"SDC",101,0,1,0
1,"1984","1984","NYK",96,"ATL",92,1,0,0
1,"1984","1984","GSW",140,"DEN",137,1,0,0
1,"1984","1984","KCK",142,"CLE",137,1,0,0
1,"1984","1984","CHI",108,"LAK",124,0,1,0
1,"1984","1984","HOU",111,"SEA",105,1,0,0
1,"1984","1984","SAN",104,"DAL",116,0,1,0
1,"1984","1984","PHX",113,"UTA",100,1,0,0
1,"1984","1984","POR",117,"SDC",99,1,0,0
1,"1984","1984","ATL",96,"DET",101,0,1,0
1,"1984","1984","IND",92,"WAS",100,0,1,0
1,"1984","1984","DAL",124,"SEA",127,0,1,0
1,"1984","1984","DET",137,"WAS",106,1,0,0
1,"1984","1984","BOS",98,"NYK",102,0,1,0
1,"1984","1984","UTA",97,"PHI",103,0,1,0
1,"1984","1984","SDC",102,"PHX",95,1,0,0
1,"1984","1984","NJN",102,"LAK",92,1,0,0
1,"1984","1984","MIL",112,"CHI",83,1,0,0
1,"1984","1984","DEN",119,"CLE",113,1,0,0
1,"1984","1984","HOU",101,"KCK",108,0,1,0
1,"1984","1984","PHX",112,"PHI",100,1,0,0
1,"1984","1984","POR",121,"SAN",98,1,0,0
1,"1984","1984","UTA",110,"CLE",104,1,0,0
1,"1984","1984","SDC",103,"GSW",110,0,1,0
1,"1984","1984","DET",102,"NYK",117,0,1,0
1,"1984","1984","BOS",104,"CHI",100,1,0,0
1,"1984","1984","ATL",94,"LAK",98,0,1,0
1,"1984","1984","DAL",108,"KCK",94,1,0,0
1,"1984","1984","SEA",99,"IND",90,1,0,0
1,"1984","1984","WAS",78,"MIL",98,0,1,0
1,"1984","1984","DEN",131,"UTA",122,1,0,0
1,"1984","1984","GSW",106,"HOU",108,0,1,0
1,"1984","1984","NYK",106,"MIL",111,0,1,0
1,"1984","1984","PHX",120,"SAN",106,1,0,0
1,"1984","1984","KCK",105,"DAL",103,1,0,0
1,"1984","1984","CHI",102,"ATL",98,1,0,0
1,"1984","1984","POR",118,"IND",98,1,0,0
1,"1984","1984","NJN",100,"WAS",90,1,0,0
1,"1984","1984","SDC",122,"PHI",127,0,1,0
1,"1984","1984","DET",114,"LAK",118,0,1,0
1,"1984","1984","BOS",117,"SEA",93,1,0,0
1,"1984","1984","NJN",120,"UTA",116,1,0,0
1,"1984","1984","DEN",130,"HOU",128,1,0,0
1,"1984","1984","SAN",129,"CLE",122,1,0,0
1,"1984","1984","NYK",124,"SEA",110,1,0,0
1,"1984","1984","KCK",128,"POR",110,1,0,0
1,"1984","1984","GSW",125,"IND",109,1,0,0
1,"1984","1984","CHI",108,"DET",124,0,1,0
1,"1984","1984","ATL",104,"MIL",109,0,1,0
1,"1984","1984","WAS",85,"BOS",108,0,1,0
1,"1984","1984","SDC",114,"IND",110,1,0,0
1,"1984","1984","PHX",123,"HOU",110,1,0,0
1,"1984","1984","BOS",117,"UTA",106,1,0,0
1,"1984","1984","LAK",105,"PHI",113,0,1,0
1,"1984","1984","DAL",115,"CLE",103,1,0,0
1,"1984","1984","MIL",100,"NJN",106,0,1,0
1,"1984","1984","DET",107,"ATL",93,1,0,0
1,"1984","1984","KCK",115,"CHI",110,1,0,0
1,"1984","1984","WAS",106,"SEA",96,1,0,0
1,"1984","1984","MIL",128,"BOS",129,0,1,0
1,"1984","1984","SDC",134,"DEN",126,1,0,0
1,"1984","1984","DAL",120,"LAK",121,0,1,0
1,"1984","1984","DET",122,"NJN",118,1,0,0
1,"1984","1984","PHX",130,"IND",110,1,0,0
1,"1984","1984","ATL",101,"POR",104,0,1,0
1,"1984","1984","PHI",92,"SEA",84,1,0,0
1,"1984","1984","SAN",123,"HOU",118,1,0,0
1,"1984","1984","LAK",114,"IND",126,0,1,0
1,"1984","1984","SDC",115,"CHI",110,1,0,0
1,"1984","1984","NYK",114,"UTA",105,1,0,0
1,"1984","1984","DAL",120,"GSW",103,1,0,0
1,"1984","1984","DET",115,"WAS",100,1,0,0
1,"1984","1984","DEN",149,"POR",123,1,0,0
1,"1984","1984","KCK",109,"GSW",115,0,1,0
1,"1984","1984","BOS",117,"PHX",109,1,0,0
1,"1984","1984","NJN",106,"SEA",105,1,0,0
1,"1984","1984","HOU",108,"CLE",101,1,0,0
1,"1984","1984","PHI",120,"UTA",97,1,0,0
1,"1984","1984","MIL",94,"ATL",108,0,1,0
1,"1984","1984","SAN",137,"DAL",131,1,0,0
1,"1984","1984","UTA",124,"POR",119,1,0,0
1,"1984","1984","HOU",117,"SDC",109,1,0,0
1,"1984","1984","IND",106,"PHI",121,0,1,0
1,"1984","1984","WAS",108,"DEN",103,1,0,0
1,"1984","1984","GSW",101,"CHI",112,0,1,0
1,"1984","1984","LAK",114,"SEA",98,1,0,0
1,"1984","1984","NYK",117,"PHX",96,1,0,0
1,"1984","1984","MIL",116,"DET",95,1,0,0
1,"1984","1984","CLE",92,"ATL",83,1,0,0
1,"1984","1984","DET",121,"DEN",125,0,1,0
1,"1984","1984","NJN",108,"PHX",102,1,0,0
1,"1984","1984","DAL",105,"SDC",101,1,0,0
1,"1984","1984","BOS",99,"WAS",103,0,1,0
1,"1984","1984","ATL",93,"KCK",101,0,1,0
1,"1984","1984","PHI",92,"MIL",91,1,0,0
1,"1984","1984","LAK",143,"SAN",124,1,0,0
1,"1984","1984","GSW",111,"UTA",115,0,1,0
1,"1984","1984","IND",107,"KCK",108,0,1,0
1,"1984","1984","SEA",106,"CHI",90,1,0,0
1,"1984","1984","NYK",105,"CLE",82,1,0,0
1,"1984","1984","POR",155,"CHI",156,0,1,0
1,"1984","1984","SEA",126,"SAN",123,1,0,0
1,"1984","1984","SDC",128,"HOU",118,1,0,0
1,"1984","1984","WAS",109,"PHX",110,0,1,0
1,"1984","1984","DET",108,"NJN",117,0,1,0
1,"1984","1984","PHI",102,"ATL",105,0,1,0
1,"1984","1984","CLE",102,"DEN",118,0,1,0
1,"1984","1984","BOS",109,"MIL",99,1,0,0
1,"1984","1984","PHI",131,"PHX",112,1,0,0
1,"1984","1984","HOU",111,"LAK",123,0,1,0
1,"1984","1984","NYK",123,"KCK",109,1,0,0
1,"1984","1984","UTA",118,"DAL",103,1,0,0
1,"1984","1984","IND",98,"NJN",100,0,1,0
1,"1984","1984","POR",133,"GSW",96,1,0,0
1,"1984","1984","ATL",88,"BOS",103,0,1,0
1,"1984","1984","SDC",135,"SAN",140,0,1,0
1,"1984","1984","DEN",107,"CHI",104,1,0,0
1,"1984","1984","MIL",109,"WAS",101,1,0,0
1,"1984","1984","SEA",126,"GSW",99,1,0,0
1,"1984","1984","CLE",97,"KCK",108,0,1,0
1,"1984","1984","UTA",143,"DET",125,1,0,0
1,"1984","1984","SAN",135,"ATL",132,1,0,0
1,"1984","1984","IND",123,"BOS",121,1,0,0
1,"1984","1984","PHX",146,"DEN",120,1,0,0
1,"1984","1984","POR",106,"SDC",105,1,0,0
1,"1984","1984","CHI",108,"CLE",104,1,0,0
1,"1984","1984","GSW",103,"SEA",102,1,0,0
1,"1984","1984","HOU",102,"KCK",115,0,1,0
1,"1984","1984","MIL",94,"LAK",99,0,1,0
1,"1984","1984","WAS",99,"NJN",91,1,0,0
1,"1984","1984","DEN",134,"HOU",125,1,0,0
1,"1984","1984","SDC",123,"DET",132,0,1,0
1,"1984","1984","KCK",116,"LAK",123,0,1,0
1,"1984","1984","SEA",104,"PHX",102,1,0,0
1,"1984","1984","DAL",102,"ATL",101,1,0,0
1,"1984","1984","CLE",100,"NYK",99,1,0,0
1,"1984","1984","NJN",95,"MIL",102,0,1,0
1,"1984","1984","SAN",129,"UTA",126,1,0,0
1,"1984","1984","WAS",101,"PHI",106,0,1,0
1,"1984","1984","NYK",100,"BOS",108,0,1,0
1,"1984","1984","LAK",118,"DET",121,0,1,0
1,"1984","1984","DEN",126,"KCK",116,1,0,0
1,"1984","1984","IND",119,"CHI",112,1,0,0
1,"1984","1984","UTA",104,"GSW",115,0,1,0
1,"1984","1984","DAL",116,"HOU",104,1,0,0
1,"1984","1984","SDC",108,"SEA",102,1,0,0
1,"1984","1984","POR",124,"PHX",98,1,0,0
1,"1984","1984","BOS",97,"NJN",101,0,1,0
1,"1984","1984","PHI",100,"CLE",95,1,0,0
1,"1984","1984","KCK",125,"SAN",118,1,0,0
1,"1984","1984","PHX",109,"DET",120,0,1,0
1,"1984","1984","HOU",103,"ATL",102,1,0,0
1,"1984","1984","DAL",119,"DEN",101,1,0,0
1,"1984","1984","NYK",107,"WAS",99,1,0,0
1,"1984","1984","GSW",94,"POR",106,0,1,0
1,"1984","1984","MIL",106,"IND",92,1,0,0
1,"1984","1984","PHI",119,"BOS",114,1,0,0
1,"1984","1984","LAK",114,"SDC",102,1,0,0
1,"1984","1984","CHI",99,"IND",102,0,1,0
1,"1984","1984","SEA",98,"UTA",121,0,1,0
1,"1984","1984","CLE",101,"WAS",96,1,0,0
1,"1984","1984","NJN",107,"NYK",94,1,0,0
1,"1984","1984","HOU",140,"DEN",137,1,0,0
1,"1984","1984","SAN",117,"GSW",116,1,0,0
1,"1984","1984","PHX",116,"SDC",109,1,0,0
1,"1984","1984","UTA",110,"KCK",106,1,0,0
1,"1984","1984","CLE",106,"NJN",103,1,0,0
1,"1984","1984","WAS",93,"BOS",106,0,1,0
1,"1984","1984","NYK",97,"DAL",88,1,0,0
1,"1984","1984","POR",93,"SEA",87,1,0,0
1,"1984","1984","CHI",83,"DET",111,0,1,0
1,"1984","1984","ATL",97,"PHI",78,1,0,0
1,"1984","1984","SDC",122,"LAK",115,1,0,0
1,"1984","1984","BOS",114,"DAL",107,1,0,0
1,"1984","1984","PHI",109,"WAS",103,1,0,0
1,"1984","1984","DET",108,"CHI",101,1,0,0
1,"1984","1984","MIL",130,"CLE",98,1,0,0
1,"1984","1984","SEA",111,"KCK",94,1,0,0
1,"1984","1984","IND",99,"NYK",93,1,0,0
1,"1984","1984","PHX",124,"GSW",119,1,0,0
1,"1984","1984","NJN",118,"DET",116,1,0,0
1,"1984","1984","POR",120,"KCK",113,1,0,0
1,"1984","1984","LAK",115,"HOU",109,1,0,0
1,"1984","1984","UTA",106,"SEA",96,1,0,0
1,"1984","1984","DEN",145,"SAN",136,1,0,0
1,"1984","1984","SDC",124,"GSW",112,1,0,0
1,"1984","1984","PHI",118,"DAL",110,1,0,0
1,"1984","1984","BOS",105,"ATL",96,1,0,0
1,"1984","1984","IND",90,"CLE",87,1,0,0
1,"1984","1984","MIL",119,"CHI",86,1,0,0
1,"1984","1984","WAS",107,"NYK",79,1,0,0
1,"1984","1984","CLE",119,"IND",120,0,1,0
1,"1984","1984","ATL",109,"NYK",106,1,0,0
1,"1984","1984","SAN",106,"SEA",124,0,1,0
1,"1984","1984","DET",107,"MIL",105,1,0,0
1,"1984","1984","CHI",104,"PHI",111,0,1,0
1,"1984","1984","KCK",105,"UTA",103,1,0,0
1,"1984","1984","HOU",102,"POR",106,0,1,0
1,"1984","1984","NJN",98,"BOS",107,0,1,0
1,"1984","1984","PHX",97,"LAK",119,0,1,0
1,"1984","1984","LAK",121,"GSW",110,1,0,0
1,"1984","1984","DEN",129,"SDC",103,1,0,0
1,"1984","1984","WAS",102,"DAL",98,1,0,0
1,"1984","1984","NYK",115,"CHI",113,1,0,0
1,"1984","1984","UTA",111,"HOU",100,1,0,0
1,"1984","1984","DET",118,"PHI",115,1,0,0
1,"1984","1984","DEN",124,"SEA",113,1,0,0
1,"1984","1984","PHX",113,"KCK",109,1,0,0
1,"1984","1984","SAN",137,"LAK",109,1,0,0
1,"1984","1984","CHI",96,"NYK",113,0,1,0
1,"1984","1984","WAS",106,"IND",94,1,0,0
1,"1984","1984","GSW",99,"HOU",92,1,0,0
1,"1984","1984","MIL",109,"NJN",92,1,0,0
1,"1984","1984","DAL",88,"POR",91,0,1,0
1,"1984","1984","CLE",86,"BOS",98,0,1,0
1,"1984","1984","SDC",116,"KCK",121,0,1,0
1,"1984","1984","NJN",112,"IND",111,1,0,0
1,"1984","1984","ATL",99,"WAS",92,1,0,0
1,"1984","1984","DEN",124,"GSW",128,0,1,0
1,"1984","1984","UTA",115,"LAK",129,0,1,0
1,"1984","1984","POR",114,"HOU",129,0,1,0
1,"1984","1984","MIL",113,"PHI",103,1,0,0
1,"1984","1984","CLE",114,"CHI",99,1,0,0
1,"1984","1984","DAL",131,"SAN",118,1,0,0
1,"1984","1984","SDC",121,"POR",112,1,0,0
1,"1984","1984","PHX",117,"SEA",108,1,0,0
1,"1984","1984","NYK",107,"DET",115,0,1,0
1,"1984","1984","PHI",112,"IND",106,1,0,0
1,"1984","1984","CHI",111,"ATL",103,1,0,0
1,"1984","1984","LAK",112,"KCK",97,1,0,0
1,"1984","1984","BOS",113,"CLE",94,1,0,0
1,"1984","1984","SAN",126,"SDC",112,1,0,0
1,"1984","1984","ATL",122,"IND",103,1,0,0
1,"1984","1984","DAL",109,"UTA",100,1,0,0
1,"1984","1984","WAS",98,"NJN",121,0,1,0
1,"1984","1984","MIL",110,"DET",92,1,0,0
1,"1984","1984","GSW",98,"KCK",89,1,0,0
1,"1984","1984","DEN",121,"PHX",126,0,1,0
1,"1984","1984","POR",113,"LAK",119,0,1,0
1,"1984","1984","BOS",117,"CHI",110,1,0,0
1,"1984","1984","PHI",109,"NYK",108,1,0,0
1,"1984","1984","SEA",120,"HOU",107,1,0,0
1,"1984","1984","NJN",124,"CLE",97,1,0,0
1,"1984","1984","WAS",136,"CHI",134,1,0,0
1,"1984","1984","NYK",118,"CLE",113,1,0,0
1,"1984","1984","UTA",135,"DEN",120,1,0,0
1,"1984","1984","GSW",117,"LAK",115,1,0,0
1,"1984","1984","SDC",114,"DAL",116,0,1,0
1,"1984","1984","KCK",113,"SEA",125,0,1,0
1,"1984","1984","SAN",121,"HOU",111,1,0,0
1,"1984","1984","NJN",106,"PHI",102,1,0,0
1,"1984","1984","DET",100,"IND",98,1,0,0
1,"1984","1984","MIL",95,"BOS",96,0,1,0
1,"1984","1984","PHX",100,"POR",88,1,0,0
1,"1984","1984","PHI",113,"DET",126,0,1,0
1,"1984","1984","CHI",112,"NJN",129,0,1,0
1,"1984","1984","IND",111,"ATL",114,0,1,0
1,"1984","1984","HOU",110,"DEN",130,0,1,0
1,"1984","1984","LAK",121,"POR",108,1,0,0
1,"1984","1984","BOS",102,"NYK",96,1,0,0
1,"1984","1984","CLE",95,"MIL",108,0,1,0
1,"1984","1984","PHX",119,"DAL",118,1,0,0
1,"1984","1984","KCK",114,"SAN",102,1,0,0
1,"1984","1984","SEA",105,"GSW",100,1,0,0
1,"1984","1984","UTA",113,"SDC",94,1,0,0
1,"1984","1984","HOU",128,"SAN",129,0,1,0
1,"1984","1984","DET",128,"BOS",120,1,0,0
1,"1984","1984","IND",119,"WAS",115,1,0,0
1,"1984","1984","NJN",112,"ATL",118,0,1,0
1,"1984","1984","LAK",103,"DAL",104,0,1,0
1,"1984","1984","POR",102,"GSW",101,1,0,0
1,"1984","1984","CLE",98,"NYK",107,0,1,0
1,"1984","1984","CHI",85,"MIL",109,0,1,0
1,"1984","1984","SDC",146,"UTA",128,1,0,0
1,"1984","1984","WAS",109,"CLE",117,0,1,0
1,"1984","1984","ATL",115,"DET",107,1,0,0
1,"1984","1984","NYK",100,"PHI",103,0,1,0
1,"1984","1984","KCK",108,"HOU",96,1,0,0
1,"1984","1984","MIL",104,"IND",92,1,0,0
1,"1984","1984","SAN",157,"DEN",154,1,0,0
1,"1984","1984","PHI",129,"CHI",115,1,0,0
1,"1984","1984","LAK",114,"PHX",123,0,1,0
1,"1984","1984","BOS",118,"NJN",111,1,0,0
1,"1984","1984","SEA",108,"POR",103,1,0,0
1,"1984","1984","GSW",98,"DAL",96,1,0,0
0,"1984","1984","BOS",91,"WAS",83,1,0,0
0,"1984","1984","MIL",105,"ATL",89,1,0,0
0,"1984","1984","DET",93,"NYK",94,0,1,0
0,"1984","1984","DAL",88,"SEA",86,1,0,0
0,"1984","1984","UTA",123,"DEN",121,1,0,0
0,"1984","1984","PHI",101,"NJN",116,0,1,0
0,"1984","1984","LAK",116,"KCK",105,1,0,0
0,"1984","1984","POR",106,"PHX",113,0,1,0
0,"1984","1984","BOS",88,"WAS",85,1,0,0
0,"1984","1984","MIL",101,"ATL",87,1,0,0
0,"1984","1984","DET",113,"NYK",105,1,0,0
0,"1984","1984","UTA",116,"DEN",132,0,1,0
0,"1984","1984","DAL",92,"SEA",95,0,1,0
0,"1984","1984","PHI",102,"NJN",116,0,1,0
0,"1984","1984","LAK",109,"KCK",102,1,0,0
0,"1984","1984","POR",122,"PHX",116,1,0,0
0,"1984","1984","WAS",111,"BOS",108,1,0,0
0,"1984","1984","ATL",103,"MIL",94,1,0,0
0,"1984","1984","SEA",104,"DAL",94,1,0,0
0,"1984","1984","NJN",100,"PHI",108,0,1,0
0,"1984","1984","NYK",120,"DET",113,1,0,0
0,"1984","1984","DEN",121,"UTA",117,1,0,0
0,"1984","1984","KCK",102,"LAK",108,0,1,0
0,"1984","1984","PHX",106,"POR",103,1,0,0
0,"1984","1984","WAS",96,"BOS",99,0,1,0
0,"1984","1984","NJN",102,"PHI",110,0,1,0
0,"1984","1984","ATL",100,"MIL",97,1,0,0
0,"1984","1984","DEN",124,"UTA",129,0,1,0
0,"1984","1984","PHX",110,"POR",113,0,1,0
0,"1984","1984","SEA",96,"DAL",107,0,1,0
0,"1984","1984","NYK",112,"DET",119,0,1,0
0,"1984","1984","MIL",118,"ATL",89,1,0,0
0,"1984","1984","PHI",98,"NJN",101,0,1,0
0,"1984","1984","DAL",105,"SEA",104,1,0,0
0,"1984","1984","POR",105,"PHX",117,0,1,0
0,"1984","1984","UTA",127,"DEN",111,1,0,0
0,"1984","1984","DET",123,"NYK",127,0,1,0
0,"1984","1984","LAK",134,"DAL",91,1,0,0
0,"1984","1984","BOS",110,"NYK",92,1,0,0
0,"1984","1984","MIL",100,"NJN",106,0,1,0
0,"1984","1984","UTA",105,"PHX",95,1,0,0
0,"1984","1984","MIL",98,"NJN",94,1,0,0
0,"1984","1984","LAK",117,"DAL",101,1,0,0
0,"1984","1984","BOS",116,"NYK",102,1,0,0
0,"1984","1984","UTA",97,"PHX",102,0,1,0
0,"1984","1984","NJN",93,"MIL",100,0,1,0
0,"1984","1984","NYK",100,"BOS",92,1,0,0
0,"1984","1984","DAL",125,"LAK",115,1,0,0
0,"1984","1984","PHX",106,"UTA",94,1,0,0
0,"1984","1984","NJN",106,"MIL",99,1,0,0
0,"1984","1984","NYK",118,"BOS",113,1,0,0
0,"1984","1984","DAL",115,"LAK",122,0,1,0
0,"1984","1984","PHX",111,"UTA",110,1,0,0
0,"1984","1984","MIL",94,"NJN",82,1,0,0
0,"1984","1984","LAK",115,"DAL",99,1,0,0
0,"1984","1984","UTA",118,"PHX",106,1,0,0
0,"1984","1984","BOS",121,"NYK",99,1,0,0
0,"1984","1984","NJN",97,"MIL",98,0,1,0
0,"1984","1984","PHX",102,"UTA",82,1,0,0
0,"1984","1984","NYK",106,"BOS",104,1,0,0
0,"1984","1984","LAK",110,"PHX",94,1,0,0
0,"1984","1984","BOS",121,"NYK",104,1,0,0
0,"1984","1984","BOS",119,"MIL",96,1,0,0
0,"1984","1984","LAK",118,"PHX",102,1,0,0
0,"1984","1984","BOS",125,"MIL",110,1,0,0
0,"1984","1984","PHX",135,"LAK",127,1,0,0
0,"1984","1984","MIL",100,"BOS",109,0,1,0
0,"1984","1984","PHX",115,"LAK",126,0,1,0
0,"1984","1984","MIL",122,"BOS",113,1,0,0
0,"1984","1984","BOS",115,"MIL",108,1,0,0
0,"1984","1984","LAK",121,"PHX",126,0,1,0
0,"1984","1984","PHX",97,"LAK",99,0,1,0
0,"1984","1984","BOS",109,"LAK",115,0,1,0
0,"1984","1984","BOS",124,"LAK",121,1,0,0
0,"1984","1984","LAK",137,"BOS",104,1,0,0
0,"1984","1984","LAK",125,"BOS",129,0,1,0
0,"1984","1984","BOS",121,"LAK",103,1,0,0
0,"1984","1984","LAK",119,"BOS",108,1,0,0
0,"1984","1984","BOS",111,"LAK",102,1,0,0
1,"1985","1984","DET",123,"BOS",130,0,1,0
1,"1985","1984","GSW",114,"PHX",122,0,1,0
1,"1985","1984","NJN",104,"ATL",119,0,1,0
1,"1985","1984","PHI",111,"CLE",101,1,0,0
1,"1985","1984","SEA",102,"UTA",94,1,0,0
1,"1985","1984","CHI",109,"WAS",93,1,0,0
1,"1985","1984","DEN",125,"GSW",121,1,0,0
1,"1985","1984","KCK",119,"POR",140,0,1,0
1,"1985","1984","NYK",137,"DET",118,1,0,0
1,"1985","1984","SAN",113,"LAK",112,1,0,0
1,"1985","1984","DAL",111,"HOU",121,0,1,0
1,"1985","1984","ATL",108,"PHI",111,0,1,0
1,"1985","1984","MIL",108,"CHI",106,1,0,0
1,"1985","1984","CLE",106,"NJN",131,0,1,0
1,"1985","1984","IND",102,"WAS",104,0,1,0
1,"1985","1984","UTA",94,"LAC",103,0,1,0
1,"1985","1984","DAL",107,"LAK",96,1,0,0
1,"1985","1984","SEA",87,"PHX",102,0,1,0
1,"1985","1984","CHI",116,"MIL",110,1,0,0
1,"1985","1984","SAN",126,"DEN",118,1,0,0
1,"1985","1984","UTA",117,"NYK",111,1,0,0
1,"1985","1984","LAK",144,"GSW",110,1,0,0
1,"1985","1984","DET",124,"CLE",107,1,0,0
1,"1985","1984","KCK",104,"CHI",109,0,1,0
1,"1985","1984","WAS",119,"ATL",104,1,0,0
1,"1985","1984","PHX",99,"LAC",96,1,0,0
1,"1985","1984","NJN",96,"PHI",118,0,1,0
1,"1985","1984","HOU",106,"DAL",84,1,0,0
1,"1985","1984","POR",115,"SEA",83,1,0,0
1,"1985","1984","BOS",116,"NJN",105,1,0,0
1,"1985","1984","IND",100,"DAL",101,0,1,0
1,"1985","1984","MIL",105,"WAS",79,1,0,0
1,"1985","1984","PHX",139,"POR",130,1,0,0
1,"1985","1984","ATL",114,"DET",118,0,1,0
1,"1985","1984","DEN",129,"CHI",113,1,0,0
1,"1985","1984","GSW",108,"SAN",123,0,1,0
1,"1985","1984","KCK",106,"HOU",109,0,1,0
1,"1985","1984","LAC",107,"NYK",105,1,0,0
1,"1985","1984","SEA",105,"LAK",103,1,0,0
1,"1985","1984","BOS",127,"DET",116,1,0,0
1,"1985","1984","CLE",109,"IND",116,0,1,0
1,"1985","1984","PHI",107,"DAL",103,1,0,0
1,"1985","1984","UTA",107,"SEA",101,1,0,0
1,"1985","1984","LAK",119,"SAN",100,1,0,0
1,"1985","1984","WAS",96,"MIL",102,0,1,0
1,"1985","1984","NJN",118,"IND",117,1,0,0
1,"1985","1984","KCK",114,"DEN",128,0,1,0
1,"1985","1984","LAC",112,"POR",131,0,1,0
1,"1985","1984","GSW",112,"UTA",107,1,0,0
1,"1985","1984","ATL",127,"WAS",107,1,0,0
1,"1985","1984","HOU",105,"NYK",93,1,0,0
1,"1985","1984","DAL",93,"PHX",105,0,1,0
1,"1985","1984","MIL",117,"CLE",88,1,0,0
1,"1985","1984","SAN",131,"NYK",130,1,0,0
1,"1985","1984","LAK",124,"POR",116,1,0,0
1,"1985","1984","LAC",107,"DEN",104,1,0,0
1,"1985","1984","CLE",98,"DET",107,0,1,0
1,"1985","1984","LAK",130,"DEN",146,0,1,0
1,"1985","1984","DAL",107,"NYK",104,1,0,0
1,"1985","1984","POR",116,"PHX",99,1,0,0
1,"1985","1984","HOU",108,"KCK",94,1,0,0
1,"1985","1984","SAN",99,"SEA",91,1,0,0
1,"1985","1984","UTA",136,"SAN",124,1,0,0
1,"1985","1984","DET",118,"CHI",122,0,1,0
1,"1985","1984","PHI",134,"IND",113,1,0,0
1,"1985","1984","BOS",135,"LAC",108,1,0,0
1,"1985","1984","MIL",103,"ATL",99,1,0,0
1,"1985","1984","NJN",99,"WAS",88,1,0,0
1,"1985","1984","DEN",128,"POR",125,1,0,0
1,"1985","1984","PHX",112,"CLE",111,1,0,0
1,"1985","1984","NYK",106,"CHI",121,0,1,0
1,"1985","1984","GSW",122,"LAK",106,1,0,0
1,"1985","1984","DAL",112,"ATL",105,1,0,0
1,"1985","1984","HOU",99,"SEA",89,1,0,0
1,"1985","1984","WAS",93,"LAC",88,1,0,0
1,"1985","1984","POR",126,"LAK",130,0,1,0
1,"1985","1984","BOS",130,"PHI",119,1,0,0
